,depth,num,rpc_type,percentage
4017,3,997,memcached,0.9951521230357744
4018,4,1653,memcached,0.984875983061101
4019,17,40,memcached,0.2889999999999997
4020,2,190,db,0.02381393624907332
4021,3,912,db,0.00121191135734072
4022,4,522,db,0.002873563218390805
4023,10,164,db,0.4613821138211383
4024,14,32,db,0.18373742192921586
4025,14,188,db,0.1941489361702128
4026,1,38,mq,0.02239511756255969
4027,5,216,mq,0.06540583136327817
4028,11,203,mq,0.10344827586206896
4029,2,1152,rpc,0.17100694444444445
4030,3,954,rpc,0.004434768585711983
4031,5,216,rpc,0.050039401103230886
4032,9,310,rpc,0.7209677419354839
4033,1,1054,memcached,0.9103415559772297
4034,5,152,memcached,0.7363596491228074
4035,9,310,memcached,0.10887096774193547
4036,11,203,memcached,0.8817733990147784
4037,12,364,memcached,0.8873626373626373
4038,5,152,db,0.17078947368421052
4039,5,216,db,0.2755122143420016
4040,10,106,db,0.14646226415094346
4041,10,389,db,0.002570694087403599
4042,15,144,db,0.375
4043,1,38,http,0.0014958109230483944
4044,3,954,http,0.00016126431220770844
4045,5,199,mq,0.018035382391409102
4046,15,144,mq,0.0636574074074074
4047,5,152,rpc,0.054210526315789535
4048,10,106,rpc,0.20636792452830188
4049,12,364,rpc,0.0027472527472527475
4050,15,144,rpc,0.06828703703703702
4051,20,45,rpc,0.6361240618981208
4052,1,38,memcached,0.5329850211556165
4053,2,1152,memcached,0.8289930555555556
4054,10,389,memcached,0.8226221079691517
4055,15,144,memcached,0.4930555555555556
4056,20,45,memcached,0.04448960616324648
4057,12,364,db,0.10989010989010987
4058,20,45,db,0.3193757056518557
4059,3,954,mq,0.0002418964683115627
4060,5,152,mq,0.038640350877192975
4061,10,106,mq,0.06497641509433966
4062,10,389,mq,0.17480719794344474
4063,20,45,mq,1.0626286776914393e-05
4064,1,38,rpc,0.2641076799552121
4065,1,1054,rpc,0.08965844402277039
4066,5,199,rpc,0.027259585599229013
4067,3,954,memcached,0.9936300596677956
4068,5,199,memcached,0.7253390238865561
4069,5,216,memcached,0.6090425531914894
4070,10,106,memcached,0.5821933962264151
4071,1,38,db,0.17901637040356358
4072,3,954,db,0.0015320109659732305
4073,5,199,db,0.22936600812280586
4074,9,310,db,0.17016129032258065
4075,11,203,db,0.014778325123152709
4076,5,255,mq,0.02236746550472041
4077,5,4646,mq,0.3745157124408093
4078,5,4646,memcached,0.4993542832544124
4079,9,2760,memcached,0.6561594202898551
4080,5,4646,db,0.1261300043047783
4081,2,1010,rpc,0.10907590759075908
4082,3,1964,rpc,0.0010183299389002038
4083,5,255,memcached,0.4078431372549021
4084,7,3762,memcached,0.8763955342902712
4085,3,1964,db,0.0005091649694501019
4086,5,255,db,0.3892519970951343
4087,7,3762,db,0.07575757575757576
4088,9,2760,db,0.2460144927536232
4089,9,2760,mq,0.09782608695652174
4090,2,879,rpc,0.1072810011376564
4091,5,255,rpc,0.1805374001452433
4092,7,3762,rpc,0.04784688995215311
4093,2,879,memcached,0.8927189988623436
4094,2,1010,memcached,0.8909240924092409
4095,3,1964,memcached,0.9984725050916496
4096,6,91,http,0.00027972027972027967
4097,6,91,mq,0.05710289710289705
4098,14,337,mq,0.09297725024727993
4099,3,489,rpc,0.011304249034310378
4100,12,219,rpc,0.076103500761035
4101,14,193,rpc,0.0034542314335060447
4102,4,310,memcached,0.4571428571428571
4103,4,604,memcached,0.7923841059602649
4104,7,241,db,0.2962655601659751
4105,12,219,db,0.6286149162861492
4106,14,193,db,0.07253886010362694
4107,3,489,http,0.000136332651670075
4108,7,181,mq,0.030781373322809787
4109,7,241,mq,0.037621023513139694
4110,12,219,mq,0.01445966514459665
4111,14,193,mq,0.06563039723661485
4112,15,41,mq,0.2439948263118992
4113,4,310,rpc,0.07764976958525345
4114,4,604,rpc,0.015894039735099338
4115,6,91,rpc,0.03996003996003992
4116,14,337,rpc,0.0009891196834817012
4117,1,534,memcached,0.9634831460674158
4118,3,489,memcached,0.9798000454442158
4119,6,91,memcached,0.5705894105894109
4120,7,241,memcached,0.370954356846473
4121,14,193,memcached,0.8583765112262521
4122,15,41,memcached,0.1861603843311159
4123,6,91,db,0.3320679320679322
4124,7,181,db,0.4183109707971587
4125,14,337,db,0.08011869436201781
4126,3,489,mq,0.005850942967507386
4127,4,310,mq,0.014631336405529953
4128,4,604,mq,0.012913907284768213
4129,1,534,rpc,0.03651685393258428
4130,7,181,rpc,0.2912391475927388
4131,7,241,rpc,0.2951590594744122
4132,15,41,rpc,0.14920546932742038
4133,7,181,memcached,0.2596685082872928
4134,12,219,memcached,0.2808219178082192
4135,14,337,memcached,0.8259149357072206
4136,3,489,db,0.0029084299022949364
4137,4,310,db,0.4505760368663594
4138,4,604,db,0.17880794701986755
4139,15,41,db,0.4206393200295643
4140,3,1863,mq,0.0005367686527106817
4141,5,4081,mq,0.0215633423180593
4142,6,112,rpc,0.02565597667638481
4143,2,91,memcached,0.9221597248239832
4144,7,407,memcached,0.2800982800982801
4145,12,115,memcached,0.9162207357859532
4146,1,395,db,0.03253909158600149
4147,1,493,db,0.0019870016972306165
4148,2,91,db,0.012160113537399677
4149,13,90,db,0.335672514619883
4150,1,395,http,0.0004467609828741623
4151,1,493,http,0.00028977108084613163
4152,1,395,mq,0.04125093075204765
4153,6,112,mq,0.06639941690962099
4154,1,395,rpc,0.06329113924050635
4155,1,493,rpc,0.0560914020780726
4156,3,1863,rpc,0.0005367686527106817
4157,3,2318,rpc,0.003451251078515962
4158,5,4081,rpc,0.004165645675079637
4159,12,115,rpc,0.04163879598662206
4160,1,395,memcached,0.8624720774385706
4161,2,901,memcached,0.8781908990011099
4162,5,4081,memcached,0.9742710120068612
4163,6,112,memcached,0.605211370262391
4164,3,2318,db,0.00043140638481449533
4165,6,112,db,0.3027332361516035
4166,12,115,db,0.03938127090301003
4167,2,91,http,0.0009717835412123037
4168,2,91,mq,0.007387209012858158
4169,12,115,mq,0.002759197324414716
4170,13,90,mq,0.04165042235217668
4171,2,91,rpc,0.057321169084546875
4172,2,901,rpc,0.12180910099889015
4173,7,407,rpc,0.3660933660933661
4174,13,90,rpc,0.4327485380116958
4175,1,493,memcached,0.9416318251438508
4176,3,1863,memcached,0.9973161567364466
4177,3,2318,memcached,0.9961173425366696
4178,13,90,memcached,0.18992852501624435
4179,3,1863,db,0.0016103059581320447
4180,7,407,db,0.3538083538083538
4181,3,726,mq,0.0003339176892895901
4182,13,349,mq,0.0826852230863692
4183,1,1695,rpc,0.14041297935103245
4184,2,570,rpc,0.005847953216374269
4185,5,400,rpc,0.009871134020618556
4186,13,349,rpc,0.0008186655751125665
4187,22,64,rpc,0.6047054597701149
4188,1,1695,memcached,0.8595870206489675
4189,2,570,memcached,0.9923976608187134
4190,3,726,memcached,0.9923198931463394
4191,8,324,memcached,0.16563786008230455
4192,1,481,db,0.00012993762993762994
4193,14,495,db,0.06666666666666668
4194,22,64,db,0.2832255747126437
4195,1,481,rpc,0.02520790020790021
4196,5,639,rpc,0.028951486697965576
4197,8,324,rpc,0.8076131687242798
4198,5,237,memcached,0.5732003580104854
4199,5,400,memcached,0.9516752577319588
4200,22,64,memcached,0.09563577586206896
4201,3,726,db,0.002003506135737541
4202,5,400,db,0.03600515463917525
4203,8,324,db,0.02417695473251029
4204,5,237,mq,0.02986830328602476
4205,5,400,mq,0.002448453608247423
4206,8,324,mq,0.00257201646090535
4207,14,495,mq,0.08080808080808081
4208,22,64,mq,0.016433189655172414
4209,3,726,rpc,0.005342683028633442
4210,5,237,rpc,0.0419127988748241
4211,1,481,memcached,0.974662162162162
4212,5,639,memcached,0.6330203442879498
4213,13,349,memcached,0.8440442079410561
4214,14,495,memcached,0.8525252525252526
4215,2,570,db,0.0017543859649122807
4216,5,237,db,0.3550185398286662
4217,5,639,db,0.3380281690140845
4218,13,349,db,0.07245190339746213
4219,3,716,mq,0.00017101812792155968
4220,3,716,rpc,0.006270664690457194
4221,4,311,rpc,0.03997459410106784
4222,9,296,rpc,0.4786036036036037
4223,10,179,rpc,0.37081005586592175
4224,15,232,rpc,0.10344827586206896
4225,4,987,memcached,0.0040526849037487355
4226,8,102,memcached,0.2682709447415331
4227,10,179,memcached,0.36033519553072624
4228,8,102,db,0.2644512350394703
4229,9,296,db,0.0957207207207207
4230,14,212,db,0.1064690026954178
4231,4,311,mq,0.0038505815569052416
4232,4,987,mq,0.0010131712259371837
4233,8,102,mq,0.06697224344283167
4234,8,474,mq,0.01617440225035162
4235,9,296,mq,0.005630630630630631
4236,14,212,mq,0.13308625336927227
4237,15,439,mq,0.0774487471526196
4238,1,1356,rpc,0.6983775811209441
4239,4,987,rpc,0.9888551165146908
4240,8,474,rpc,0.6652601969057665
4241,14,212,rpc,0.01954177897574124
4242,3,2150,memcached,0.9871627906976744
4243,4,311,memcached,0.272319479179072
4244,9,296,memcached,0.42004504504504503
4245,12,358,memcached,0.9106145251396648
4246,15,232,memcached,0.5237068965517242
4247,10,179,db,0.263268156424581
4248,12,358,db,0.08659217877094973
4249,3,716,http,0.00022802417056207958
4250,1,1356,mq,0.004424778761061947
4251,10,179,mq,0.005586592178770949
4252,15,232,mq,0.0603448275862069
4253,3,2150,rpc,0.0019534883720930232
4254,8,102,rpc,0.400305576776165
4255,12,358,rpc,0.002793296089385475
4256,15,439,rpc,0.002277904328018223
4257,1,1356,memcached,0.015486725663716812
4258,3,716,memcached,0.9917056207958046
4259,8,474,memcached,0.19854664791373647
4260,14,212,memcached,0.7409029649595686
4261,15,439,memcached,0.09567198177676538
4262,1,1356,db,0.2817109144542773
4263,3,716,db,0.0016246722152548163
4264,3,2150,db,0.010883720930232559
4265,4,311,db,0.6838553451629558
4266,4,987,db,0.0060790273556231
4267,8,474,db,0.12001875293014536
4268,15,232,db,0.3125
4269,15,439,db,0.8246013667425968
4270,1,295,http,0.0012014589143960524
4271,2,232,http,0.0012099213551119176
4272,3,353,http,0.000410223068468552
4273,1,301,mq,0.0015652951699463324
4274,12,27,mq,0.1136354587225364
4275,27,12,mq,0.75
4276,1,301,rpc,0.05622284692052133
4277,3,353,rpc,0.022585488939457245
4278,1,295,memcached,0.8806264750053635
4279,15,298,memcached,0.8422818791946308
4280,1,295,db,0.06286204677107916
4281,3,353,db,0.007654917258781123
4282,1,301,http,0.0012777919754663936
4283,12,27,http,1.1944862514632456e-05
4284,1,295,mq,0.005234928127011372
4285,2,232,mq,0.0017770719903206296
4286,3,353,mq,0.0003870028947816527
4287,1,2463,rpc,0.006090133982947625
4288,2,232,rpc,0.06378554143980643
4289,11,177,rpc,0.25
4290,1,301,memcached,0.8418732430360337
4291,1,2463,memcached,0.9939098660170524
4292,3,353,memcached,0.9689623678385106
4293,3,964,memcached,0.991244813278008
4294,3,2137,memcached,0.9522695367337388
4295,7,645,memcached,0.0031007751937984496
4296,11,177,memcached,0.3968926553672316
4297,12,27,memcached,0.5179690548428455
4298,27,12,memcached,0.15
4299,1,301,db,0.09906082289803217
4300,15,298,db,0.07718120805369127
4301,3,964,mq,0.0002904564315352697
4302,11,177,mq,0.0268361581920904
4303,15,298,mq,0.08053691275167785
4304,1,295,rpc,0.050075091182149735
4305,3,964,rpc,0.004647302904564316
4306,3,2137,rpc,0.04773046326626111
4307,4,348,rpc,0.1091954022988506
4308,7,645,rpc,0.97984496124031
4309,12,27,rpc,0.16741122976341216
4310,27,12,rpc,0.1
4311,2,232,memcached,0.8804446460980032
4312,4,348,memcached,0.744663382594417
4313,2,232,db,0.05278281911675741
4314,3,964,db,0.0038174273858921155
4315,4,348,db,0.14614121510673234
4316,7,645,db,0.017054263565891473
4317,11,177,db,0.326271186440678
4318,12,27,db,0.2009723118086912
4319,1,362,http,0.0002423185034409228
4320,3,506,mq,0.0011325630890848272
4321,4,115,mq,0.015718778908418142
4322,3,1431,rpc,0.002329373398555789
4323,3,691,db,0.0018474612802906684
4324,6,455,db,0.05421245421245421
4325,23,47,db,0.3005693736889421
4326,3,63,http,0.0074384254800657894
4327,2,838,mq,0.002983293556085919
4328,3,63,mq,0.02599428786623838
4329,3,691,mq,0.00021553714936724448
4330,6,455,mq,0.04102564102564103
4331,13,321,mq,0.04984423676012461
4332,13,507,mq,0.07495069033530571
4333,15,51,mq,0.04680440408825733
4334,1,362,rpc,0.07545798197150333
4335,1,988,rpc,0.16396761133603238
4336,2,838,rpc,0.11843675417661098
4337,3,63,rpc,0.07292104521051596
4338,3,506,rpc,0.0050851322590452965
4339,4,115,rpc,0.0646364477335801
4340,8,443,rpc,0.9683972911963884
4341,13,321,rpc,0.04205607476635514
4342,15,51,rpc,0.6138117588571597
4343,1,362,memcached,0.9120868469516328
4344,8,443,memcached,0.0033860045146726857
4345,13,507,memcached,0.8560157790927022
4346,1,362,db,0.008820393525249591
4347,3,63,db,0.0501038435412155
4348,3,506,db,0.004089388871997556
4349,4,115,db,0.0924329324699351
4350,13,321,db,0.278816199376947
4351,13,507,db,0.06771860618014464
4352,15,51,db,0.2640113465222023
4353,3,506,http,3.0404378230465186e-05
4354,1,362,mq,0.003392459048172918
4355,3,1431,mq,0.0001164686699277894
4356,23,47,mq,0.013485166317051241
4357,3,691,rpc,0.005234473627490225
4358,6,455,rpc,0.006593406593406593
4359,13,507,rpc,0.0013149243918474688
4360,23,47,rpc,0.6260113874737782
4361,1,988,memcached,0.8360323886639676
4362,2,838,memcached,0.4994033412887828
4363,3,63,memcached,0.8435423979019637
4364,3,506,memcached,0.9896625114016412
4365,3,691,memcached,0.992702527942852
4366,3,1431,memcached,0.9970882832518052
4367,4,115,memcached,0.8272118408880642
4368,6,455,memcached,0.8981684981684982
4369,13,321,memcached,0.6292834890965732
4370,15,51,memcached,0.07537249053237995
4371,23,47,memcached,0.05993407252022775
4372,2,838,db,0.3791766109785203
4373,3,1431,db,0.0004658746797111577
4374,8,443,db,0.02821670428893905
4375,5,27,http,0.039446719352779054
4376,27,5,http,0.05957446808510637
4377,4,493,mq,0.09533468559837728
4378,5,279,mq,0.1929510155316607
4379,5,280,mq,0.13107142857142856
4380,8,269,mq,0.0021242697822623467
4381,10,1089,mq,0.14692378328741965
4382,11,1094,mq,0.1480804387568556
4383,14,177,mq,0.05210295040803516
4384,15,446,mq,0.08968609865470853
4385,18,55,mq,0.05432793977257589
4386,19,88,mq,0.3560606060606061
4387,20,73,mq,0.0014565632044390494
4388,5,279,rpc,0.08781362007168457
4389,6,770,rpc,0.0329004329004329
4390,8,42,rpc,0.10973434260643132
4391,10,212,rpc,0.2607204116638079
4392,20,73,rpc,0.5206519854343694
4393,1,858,memcached,0.9386169386169386
4394,4,493,memcached,0.8985801217038539
4395,5,280,memcached,0.6117857142857143
4396,8,269,memcached,0.03717472118959109
4397,10,212,memcached,0.27615780445969124
4398,18,55,memcached,0.13212572353872382
4399,5,279,db,0.2974910394265233
4400,5,280,db,0.15285714285714286
4401,6,770,db,0.0034632034632034628
4402,10,514,db,0.10116731517509728
4403,11,1094,db,0.003656307129798903
4404,13,377,db,0.1998231653404067
4405,14,177,db,0.4569993722536096
4406,15,446,db,0.07623318385650224
4407,18,55,db,0.2371732746849069
4408,5,27,mq,0.07396701956421156
4409,6,770,mq,0.4471861471861472
4410,8,42,mq,0.3680311138967896
4411,10,212,mq,0.051886792452830184
4412,13,224,mq,0.11343864468864465
4413,13,377,mq,0.04951370468611849
4414,27,5,mq,0.19574468085106367
4415,1,858,rpc,0.06138306138306138
4416,5,280,rpc,0.10428571428571427
4417,7,484,rpc,0.975206611570248
4418,8,269,rpc,0.8374933616569304
4419,13,224,rpc,0.022664835164835164
4420,13,377,rpc,0.024756852343059244
4421,14,177,rpc,0.06465787821720026
4422,18,55,rpc,0.5763730620037946
4423,4,326,memcached,0.9114263803680982
4424,6,770,memcached,0.5164502164502164
4425,7,484,memcached,0.002066115702479339
4426,8,42,memcached,0.20630634974205705
4427,13,224,memcached,0.8389423076923075
4428,13,377,memcached,0.7259062776304156
4429,15,446,memcached,0.8340807174887892
4430,20,73,memcached,0.13989942777874168
4431,10,1089,db,0.003826140189776553
4432,10,514,mq,0.13132295719844356
4433,4,326,rpc,0.03182515337423313
4434,4,493,rpc,0.0020283975659229213
4435,5,27,rpc,0.17404052395535827
4436,19,88,rpc,0.43560606060606055
4437,27,5,rpc,0.3319148936170213
4438,5,27,memcached,0.6611108243579591
4439,5,279,memcached,0.4217443249701314
4440,10,514,memcached,0.7675097276264592
4441,10,1089,memcached,0.8492500765228038
4442,11,1094,memcached,0.8482632541133455
4443,14,177,memcached,0.4262397991211551
4444,19,88,memcached,0.07954545454545454
4445,27,5,memcached,0.4000000000000002
4446,4,326,db,0.05674846625766871
4447,4,493,db,0.004056795131845843
4448,5,27,db,0.05143491276969132
4449,7,484,db,0.022727272727272724
4450,8,42,db,0.3159281937547207
4451,8,269,db,0.12320764737121614
4452,10,212,db,0.41123499142367065
4453,13,224,db,0.024954212454212445
4454,19,88,db,0.12878787878787878
4455,20,73,db,0.33799202358245256
4456,27,5,db,0.01276595744680851
4457,13,1818,mq,0.0016501650165016502
4458,1,883,rpc,0.13363533408833522
4459,3,1524,rpc,0.004811898512685914
4460,3,2439,rpc,0.06908569085690858
4461,4,1177,rpc,0.0016992353440951572
4462,4,1743,rpc,0.1847389558232932
4463,6,819,rpc,0.001221001221001221
4464,15,158,rpc,0.02953586497890295
4465,1,883,memcached,0.8663646659116648
4466,4,1177,memcached,0.9983007646559048
4467,4,1743,memcached,0.8152610441767069
4468,4,1839,memcached,0.9989124524197932
4469,9,440,memcached,0.2522727272727273
4470,15,746,memcached,0.7949061662198391
4471,3,1524,db,0.019247594050743656
4472,3,2439,db,0.03997539975399754
4473,13,1818,db,0.0352035203520352
4474,21,101,db,0.18811881188118806
4475,27,57,db,0.10526315789473684
4476,14,521,mq,0.08157389635316699
4477,15,158,mq,0.0188632414991313
4478,15,746,mq,0.2037533512064343
4479,21,101,mq,0.0297029702970297
4480,2,197,rpc,0.07060452238117221
4481,3,1271,rpc,0.003343823760818253
4482,4,1839,rpc,0.001087547580206634
4483,9,440,rpc,0.7477272727272727
4484,2,1261,memcached,0.999206978588422
4485,3,1271,memcached,0.9958693941778128
4486,3,1524,memcached,0.975721784776903
4487,3,2439,memcached,0.8909389093890938
4488,14,201,memcached,0.4867330016583748
4489,27,57,memcached,0.8947368421052632
4490,15,746,db,0.0013404825737265414
4491,2,197,http,0.00166641029585192
4492,2,197,mq,0.00033328205917038404
4493,3,1524,mq,0.0002187226596675416
4494,14,201,mq,0.049751243781094516
4495,2,1261,rpc,0.0007930214115781126
4496,13,1818,rpc,0.012651265126512651
4497,14,201,rpc,0.04892205638474295
4498,21,101,rpc,0.7524752475247525
4499,2,197,memcached,0.9066810234322932
4500,6,819,memcached,0.6178266178266179
4501,13,1818,memcached,0.9504950495049505
4502,14,521,memcached,0.8531669865642995
4503,15,158,memcached,0.4126334077934973
4504,21,101,memcached,0.0297029702970297
4505,2,197,db,0.020714761831513127
4506,3,1271,db,0.0007867820613690008
4507,6,819,db,0.3809523809523809
4508,14,201,db,0.4145936981757877
4509,14,521,db,0.0652591170825336
4510,15,158,db,0.5389674857284684
4511,2,320,http,5.787037037037037e-05
4512,2,320,mq,0.00306712962962963
4513,2,1149,mq,0.5
4514,4,507,mq,0.18819855358316886
4515,14,297,mq,0.04040404040404042
4516,1,127,rpc,0.1767763404574431
4517,4,507,rpc,0.081689677843524
4518,14,297,rpc,0.0016835016835016836
4519,5,395,memcached,0.6481012658227848
4520,10,73,memcached,0.3276358181058013
4521,14,297,memcached,0.9191919191919192
4522,5,395,db,0.2563291139240507
4523,1,127,mq,0.008342707161604788
4524,15,75,mq,0.00761904761904762
4525,2,1149,rpc,0.0013054830287206266
4526,5,395,rpc,0.09556962025316457
4527,1,127,memcached,0.7518700787401585
4528,2,1149,memcached,0.4982593559617058
4529,8,199,memcached,0.7645369705671214
4530,15,75,memcached,0.15005952380952411
4531,15,438,memcached,0.4269406392694064
4532,16,108,memcached,0.7512626262626262
4533,14,297,db,0.03872053872053872
4534,15,75,db,0.33464285714285663
4535,15,438,db,0.5730593607305936
4536,16,108,db,0.12920875420875422
4537,1,127,http,0.0008248968878890138
4538,10,73,mq,0.03061902068320996
4539,16,108,mq,0.02609427609427609
4540,2,320,rpc,0.02228009259259259
4541,8,199,rpc,0.21129456807848768
4542,10,73,rpc,0.4015149652000685
4543,15,75,rpc,0.5076785714285711
4544,16,108,rpc,0.09343434343434344
4545,2,320,memcached,0.8543402777777778
4546,4,507,memcached,0.6987179487179488
4547,1,127,db,0.062185976752905964
4548,2,320,db,0.12025462962962966
4549,2,1149,db,0.0004351610095735422
4550,4,507,db,0.031393819855358315
4551,8,199,db,0.02416846135439101
4552,10,73,db,0.2402301960109197
4553,2,113,mq,0.00802179767594925
4554,3,1331,mq,0.00030052592036063113
4555,4,30,mq,0.02364094743615737
4556,7,258,mq,0.015503875968992246
4557,13,560,mq,0.06785714285714285
4558,30,4,mq,0.25
4559,1,1403,rpc,0.01496792587312901
4560,2,113,rpc,0.1018633219037326
4561,3,1999,rpc,0.003001500750375188
4562,4,30,rpc,0.3475758751090855
4563,4,619,rpc,0.004846526655896607
4564,30,4,rpc,0.08333333333333333
4565,1,1403,memcached,0.9850320741268708
4566,2,113,memcached,0.8312921963515307
4567,3,1331,memcached,0.9963936889556724
4568,4,30,memcached,0.5356193565637954
4569,7,258,memcached,0.3883016208597605
4570,10,250,memcached,0.956
4571,13,560,memcached,0.875
4572,14,423,memcached,0.851063829787234
4573,30,4,memcached,0.6666666666666666
4574,3,1331,db,0.0013523666416228402
4575,14,423,db,0.0673758865248227
4576,2,113,http,0.001848088823230159
4577,1,201,mq,0.0030684898858998424
4578,10,250,mq,0.042666666666666665
4579,19,45,mq,2.897291032884253e-05
4580,1,1028,rpc,0.17996108949416342
4581,3,1331,rpc,0.0019534184823441023
4582,9,199,rpc,0.2025753768844221
4583,19,45,rpc,0.6355096446361113
4584,4,619,memcached,0.9951534733441034
4585,9,199,memcached,0.4550879396984924
4586,19,45,memcached,0.04453136317543115
4587,2,113,db,0.05697459524555441
4588,3,1999,db,0.0005002501250625311
4589,4,30,db,0.05872023835758931
4590,9,199,db,0.3291457286432161
4591,10,250,db,0.0013333333333333333
4592,13,560,db,0.057142857142857134
4593,1,201,http,0.0004021807132004648
4594,4,30,http,0.0344435825333721
4595,9,199,mq,0.013190954773869348
4596,14,423,mq,0.08037825059101655
4597,1,201,rpc,0.07409062472070796
4598,7,258,rpc,0.4640591966173362
4599,14,423,rpc,0.0011820330969267141
4600,1,201,memcached,0.9063365805702036
4601,1,1028,memcached,0.8200389105058365
4602,3,1999,memcached,0.9964982491245624
4603,1,201,db,0.016102124109988982
4604,7,258,db,0.13213530655391126
4605,19,45,db,0.31993001927812875
4606,1,9,http,0.003019600069449916
4607,9,1,http,0.0016880847274068455
4608,1,9,mq,0.02832163934264056
4609,9,1,mq,0.2210092278051833
4610,11,322,mq,0.09782608695652174
4611,2,1044,rpc,0.17113665389527458
4612,5,284,rpc,0.032746478873239435
4613,5,437,rpc,0.0003801926787802271
4614,11,285,rpc,0.037426900584795315
4615,2,1044,memcached,0.8288633461047255
4616,5,284,memcached,0.45105633802816897
4617,11,322,memcached,0.5807453416149069
4618,1,9,db,0.20805943674800909
4619,5,437,db,0.002345717093606307
4620,9,1,db,0.2090716224255743
4621,9,370,db,0.0891891891891892
4622,14,229,mq,0.05240174672489082
4623,1,9,rpc,0.2658634269220385
4624,9,1,rpc,0.3431850325436908
4625,9,370,rpc,0.0027027027027027037
4626,15,387,rpc,0.0012919896640826874
4627,1,9,memcached,0.4947358969178631
4628,9,1,memcached,0.22504603249814475
4629,9,370,memcached,0.9081081081081082
4630,11,285,memcached,0.7668615984405458
4631,14,229,memcached,0.3951965065502184
4632,11,322,db,0.09472049689440994
4633,14,229,db,0.4636098981077148
4634,15,387,db,0.04263565891472868
4635,5,284,mq,0.2309859154929577
4636,11,285,mq,0.15594541910331386
4637,15,387,mq,0.1111111111111111
4638,11,322,rpc,0.2267080745341615
4639,14,229,rpc,0.08879184861717614
4640,5,437,memcached,0.9972740902276136
4641,15,387,memcached,0.8449612403100775
4642,5,284,db,0.2852112676056338
4643,11,285,db,0.03976608187134504
4644,3,731,http,4.5599635202918376e-05
4645,2,648,mq,0.00015432098765432098
4646,3,731,mq,0.017122663018695864
4647,5,231,mq,0.04823747680890539
4648,2,856,rpc,0.12850467289719628
4649,4,963,rpc,0.0019037729318103149
4650,4,1625,rpc,0.3433846153846154
4651,5,231,rpc,0.01082251082251082
4652,6,1248,rpc,0.0016025641025641025
4653,16,374,rpc,0.00267379679144385
4654,2,856,memcached,0.6218847352024922
4655,2,1222,memcached,0.9967266775777414
4656,3,1542,memcached,1.0
4657,4,1625,memcached,0.19138461538461526
4658,5,778,memcached,0.4730077120822622
4659,6,1248,memcached,0.9983974358974358
4660,12,411,memcached,0.3333333333333333
4661,1,499,db,0.009473492439424304
4662,2,856,db,0.2476635514018692
4663,3,731,db,0.002257181942544459
4664,4,1625,db,0.4652307692307692
4665,5,52,db,0.05216654168432743
4666,1,499,http,0.0008501852189226937
4667,5,52,http,3.762010217619752e-06
4668,5,52,mq,0.008855145050574007
4669,13,500,mq,0.07266666666666667
4670,1,499,rpc,0.07499848181210908
4671,2,1222,rpc,0.0024549918166939444
4672,5,52,rpc,0.035851957373916256
4673,1,499,memcached,0.9130381976073356
4674,3,731,memcached,0.9757181942544458
4675,16,374,memcached,0.8475935828877005
4676,2,648,db,0.006172839506172839
4677,2,1222,db,0.0008183306055646483
4678,5,231,db,0.2534528963100392
4679,12,411,db,0.046228710462287104
4680,1,499,mq,0.0016396429222080525
4681,2,856,mq,0.001947040498442368
4682,12,411,mq,0.0413625304136253
4683,16,374,mq,0.14171122994652408
4684,2,648,rpc,0.005864197530864197
4685,3,731,rpc,0.004856361149110807
4686,5,778,rpc,0.043701799485861184
4687,12,411,rpc,0.5790754257907542
4688,2,648,memcached,0.9878086419753088
4689,4,963,memcached,0.9980962270681896
4690,4,1823,memcached,1.0
4691,5,52,memcached,0.9031225938809656
4692,5,231,memcached,0.6874871160585446
4693,13,500,memcached,0.8613333333333334
4694,5,778,db,0.4832904884318766
4695,13,500,db,0.066
4696,16,374,db,0.008021390374331552
4697,1,132,mq,0.008276311502117955
4698,7,256,mq,0.022569444444444444
4699,1,132,rpc,0.10018464212012584
4700,3,732,rpc,0.006212594327348427
4701,4,982,rpc,0.00214980764878932
4702,8,414,rpc,0.8416149068322981
4703,1,572,memcached,0.9666333666333664
4704,3,732,memcached,0.9911202185792348
4705,5,189,memcached,0.3259287756594776
4706,1,132,db,0.04259259259259262
4707,2,855,db,0.0004678362573099416
4708,5,189,db,0.43367561799638105
4709,9,2203,mq,0.10394916023604177
4710,14,425,mq,0.10117647058823527
4711,1,572,rpc,0.03336663336663337
4712,2,131,rpc,0.08260522121510443
4713,5,189,rpc,0.23435575440363002
4714,1,132,memcached,0.8480775496904548
4715,2,131,memcached,0.8762643543680093
4716,2,855,memcached,0.9316959064327486
4717,8,414,memcached,0.1432022084195997
4718,15,494,memcached,0.319838056680162
4719,2,131,db,0.03518337829306086
4720,3,732,db,0.002146760343481656
4721,8,414,db,0.01518288474810214
4722,9,2203,db,0.2019972764412165
4723,14,425,db,0.08705882352941177
4724,15,494,db,0.631578947368421
4725,1,132,http,0.0008689040947105461
4726,2,131,http,0.001611486143426676
4727,3,732,http,0.00013010668748373666
4728,2,131,mq,0.004335559980397264
4729,3,732,mq,0.00039032006245121
4730,5,189,mq,0.006039851940510209
4731,2,855,rpc,0.06783625730994151
4732,7,256,rpc,0.3133680555555556
4733,15,494,rpc,0.048582995951417005
4734,4,982,memcached,0.9978501923512106
4735,7,256,memcached,0.2834201388888889
4736,9,2203,memcached,0.6940535633227417
